image,caption
dataset/images/226.png,"large, ray-like Pokémon is dark blue on the overside. its head has two long protrusions resembling horns or antennae."
dataset/images/227.png,"a silver-gray, avian Pokémon has a long metallic blue neck, legs, and tail. it has yellow eyes, a pointed beak with several pointed teeth, and a triangular crest on its head."
dataset/images/228.png,"a canine Pokémon with short, black fur and a red underbelly and muzzle. its ears and tail are both short and pointed. two fangs protrude from its upper jaw."
dataset/images/229.png,"the canine Pokémon has black fur, a long orange snout, and an orange underbelly. around its neck is a white band with a skull-shaped pendant on its throat. there are two white bands on each of its ankles, as well"
dataset/images/230.png,"a large, piscine Pokémon that is similar to a seahorse with a tightly curled tail is covered in blue scales. there are thin spines with a single branch atop its head and thin, white fins under its cheeks."
dataset/images/231.png,"a small, horizon-blue proboscid Pokémon that resembles a baby elephant. It has large, floppy ears, which it uses as fans to cool itself. There are two red pads on each ear and another on the bridge of its short trunk. Phanpy has a single nail on each of its four feet, and a short tail."
dataset/images/232.png,"a gray, proboscid Pokémon with a thick, black band of hide runs down the length of its back and extends to the tip of its long trunk. when this Pokémon curls up, the band resembles a car tire."
dataset/images/233.png,"a rounded, magenta, artificial Pokémon that shows similarities to a drinking bird. It has a relatively flat bill and large, round eyes. Its legs are simple ovoid growths along its sides, and its tail widens towards the middle. Its bill, legs, tail, and underside are blue."
dataset/images/234.png,"a quadrupedal, cervid Pokémon has a tan pelt with a cream-colored belly and a few spots on its back. it has a large, brown nose and a pair of pale cream-colored antlers,"
dataset/images/235.png,"a bipedal, beagle-like Pokémon has a long tail with an end resembling a paintbrush. it has a long tail with an end resembling a paintbrush. the color of the paint may vary for"
dataset/images/236.png,"the humanoid Pokémon has a predominantly pale purple body and brown hips and feet that resemble short pants and shoes. it has three blunt protrusions on top of its head, yellow eyes, and circular sections on each side of its head that resemble protective padding"
dataset/images/237.png,Hitmontop is a male-only species with no female counterpart. its main body is mostly blue with a brown triangular patch on its chest.
dataset/images/238.png,"Pokémon is a small, humanoid Pokémon that resembles a baby. it has a large head with blonde hair that reaches its shoulders and has large bangs. it has large, blue-green eyes and a pair of large, pink lips"
dataset/images/239.png,"Elekid's arms are bulky in proportion to its body, and it has three claws instead of fingers. it has two stripes on its arms, which wrap all the way around."
dataset/images/240.png,"the bipedal Pokémon has a red body with a yellow, flame-shaped marking on its stomach and a black collar marking on its neck. its short arms have three clawed fingers, while its feet have only two clawed toes."
dataset/images/241.png,"a bipedal, bovine Pokémon can only be female. its body is mostly pink, with a yellow belly and black, angular markings along its back. it has large, blue eyes, a black nose, and a wide mouth."
dataset/images/242.png,"the Pokémon has a large, ovoid body with a pink upper body and white lower body. it has hair-like curls on either side of its head."
dataset/images/243.png,"a quadrupedal, yellow, tiger-like Pokémon with black stripes and a white underside. most of its face consists of thick, white fur and shorter yellow fur around its red eyes. Raikou has two long fangs that make"
dataset/images/244.png,"Entei is a massive, leonine, quadrupedal Pokémon with some mastiff qualities. it has gray paws with brown pads and black cuff-like bands on its legs. both front paws house three small, white retractable"
dataset/images/245.png,"a slim, quadrupedal, blue, mammalian Pokémon with white, diamond-shaped markings. it has a thick, purple mane that resembles the aurora borealis and two white, streamer-like tails that wave forward"
dataset/images/246.png,"red scales cover its belly, and there are several small diamond-shaped holes in its body. it has a tail with a conical center surrounded by a ring of plate-like scales, causing it to resemble a tunnel-boring machine"
dataset/images/247.png,"red eyes can be seen through two holes in the shell, and two more holes above resemble eyebrows. the upper portion of its body is covered by a mask-like plate with four large spikes on either side."
dataset/images/248.png,"a large, bipedal, dinosaurian Pokémon with a green, armor-like hide covering its body. it has two pairs of pointed teeth: one in the upper jaw and one in the lower. both sides of its chest, the center of its back, and"
dataset/images/249.png,"a large Pokémon that resembles a dragon, a plesiosaur, and a bird. it has blue undersides with slightly varying tones. its head has a point to the back, and its eyes have pointed blue"
dataset/images/250.png,"the avian Pokémon is resembling a phoenix and a peacock. its feathers are predominantly gold and red, with yellow tail-feathers and a white underside."
dataset/images/251.png,"a green, fairy-like Pokémon. It has round toeless feet, three-fingered hands, and clear wings on its back. It has a round head that comes to a curved point. It has large baby-blue eyes with thick black rings around them, and a pair of green antennae with blue tips."
dataset/images/252.png,"treecko's hands and feet each have three digits covered with tiny spikes. it has a large, dark green tail with two separate lobes."
dataset/images/253.png,"Grovyle has three long leaves on its wrists, a large leaf on top of its head, and two tails that have a leafy appearance. this leafy appearance allows it to be camouflaged in the forests where it lives."
dataset/images/254.png,"a reptilian, bipedal Pokémon has two crests on its head. it has semicircular, yellow eyes with red rims. its lower jaw and a belt-like band across its waist are also red."
dataset/images/255.png,"a small, chick Pokémon with stubby, downy, yellow wings. there is an orange and yellow crest on its head that resembles a flame."
dataset/images/256.png,"most of Combusken's upper body is yellow, while most of the lower body is orange. it has a feather crest on top of its head with three orange points."
dataset/images/257.png,"the majority of Blaziken's body is red with accents of beige, yellow, and gray. behind its head, there are beige, hair-like feathers that continue downward and surround its chest and abdomen."
dataset/images/258.png,"a small, amphibious, quadrupedal Pokémon. It has a blue body with a light blue underside. Mudkip has a large head with a blue fin on top and a light-blue tail fin. It has black, beady eyes and orange, star-shaped gills on its cheeks."
dataset/images/259.png,"an amphibious, bipedal Pokémon similar in appearance to a salamander or mudskipper. its body is light blue with a lighter shade of blue for its underside and an orange belly."
dataset/images/260.png,Swampert is semi-bipedal and can stand on its three-toed feet. it has orange conical gills that protrude from round patches on either side of its face.
dataset/images/261.png,"a quadrupedal Pokémon similar in appearance to hyenas and canines. its body is gray with a black face and throat, paws, and belly."
dataset/images/262.png,"the mammalian Pokémon strongly resembles a cross between a wolf and a hyena. its lower legs, tail, and two thick shaggy strips starting behind its eyes are black."
dataset/images/263.png,"quadrupedal mammalian Pokémon resembling a raccoon, raccoon dog, or badger. it has stripes formed by alternating layers of cream and brown fur. it has a brown head with spiky ears"
dataset/images/264.png,"most of its fur is colored tan, but it has brown stripes. one long stripe stretches the length of its body before ending in an arrowhead shape on its forehead."
dataset/images/265.png,"a small, caterpillar-like Pokémon. its body is mainly red with a cream underside and face. it has a tall, erect, red spine behind its forehead."
dataset/images/266.png,a cocoon-like Pokémon uses silk to attach itself to tree branches. the silk forms a hard cocoon that it can use to repel enemy attacks.
dataset/images/267.png,"a butterfly-like Pokémon easily recognizable by its two pairs of colorful wings. it has large blue eyes and black antennae with rounded tips. the main body of its wings are black with large, yellow markings."
dataset/images/268.png,"a round, cocoon-like Pokémon. It is covered in purple silk, except for two holes where its red eyes are visible. The soft silk hardens into a tough cocoon that is able to endure attacks, and Cascoon will not move even when it is attacked. However, it never forgets the pain it endures and seeks revenge upon Evolution."
dataset/images/269.png,"a moth-like Pokémon has two pairs of wings. it has a purple, egg-shaped body with a jagged fringe on its rear."
dataset/images/270.png,"a small, blue plant Pokémon with six stubby legs. It has large eyes and a wide, yellow mouth similar to a bill. A large leaf that resembles a lilypad covers its back. This large leaf allows Lotad to float across ponds, and it will sometimes ferry smaller Pokémon on its back in this manner."
dataset/images/271.png,"a bipedal plant Pokémon that is mostly green with some light blue markings. it has stubby, round ears, large eyes with small pupils and a red bill-like mouth. it has long arms with four red claws and a thumb on each"
dataset/images/272.png,"a bipedal plant Pokémon appears to be a mixture of a pineapple and a duck. there is a green, sombrero-like growth on its head that is similar to a lily pad."
dataset/images/273.png,"a small plant Pokémon has a gray ""cap"" with a short stem on top of its head. it absorbs moisture and nutrients from the tree until it becomes too heavy and falls to the ground. Seedot polishes itself with leaves once daily."
dataset/images/274.png,a bipedal plant Pokémon with a single green leaf atop its head. the leaf is smaller on the female. it is mostly brown with a beige mask marking on its face.
dataset/images/275.png,"a bipedal, portly plant Pokémon appears to be made of wood. a shaggy white mane covers most of its face and trails down its back. a female will have smaller leaves than a male."
dataset/images/276.png,"a small avian Pokémon with dark blue feathers. A red marking with pointed tips stretches from its chest to its forehead, and it has a white underside. It has narrow brown eyes and a short yellow beak. It has elongated wingtips and black feet with yellow talons. Each foot has three toes facing forward and one backward. Two sharply pointed feathers form its tail."
dataset/images/277.png,"a large, dark-blue avian Pokémon has a red breast and face. a blue stripe separates the red markings on its head and chest. each foot has three forward-facing toes and one pointed backward."
dataset/images/278.png,"a small, white Pokémon similar in appearance to a seagull. its head makes up a large portion of its body, and it appears to lack a neck. three blue-tipped feathers give it a fan-like tail and its small, orange"
dataset/images/279.png,"a pelican-like Pokémon whose head and bill make up the majority of its body. it has white feathers with a short, blue crest on top of its head."
dataset/images/280.png,"a humanoid Pokémon with a white body has thin arms and legs that widen toward the feet. there is a wispy extension trailing off the back of its feet, creating the overall impression of a nightgown or oversized dress."
dataset/images/281.png,"a bipedal, maiden-like humanoid Pokémon appears to be wearing a tutu. most of its body is colored white, and there are three ruffles on each hip. it has skinny green legs with long, pointed feet."
dataset/images/282.png,"bipedal, humanoid Pokémon whose body resembles a flowing gown. most of its body is white, but its hair, arms, and the underside of its gown are green. behind its red eyes are short spikes, resembling"
dataset/images/283.png,"blue insectoid Pokémon has a round body with four long, skinny legs extending from it. on top of its head is a yellow cap with a single antenna that secretes a thick, sugary syrup."
dataset/images/284.png,"a light blue insectoid Pokémon with two pairs of rhombus-shaped wings on each side of its body. its head is shaped like an elongated teardrop with a pink face and round, black eyes. on either side of its head"
dataset/images/285.png,"the fungus Pokémon is a small fungus similar to a mushroom. its upper body is beige with frilled segments along the bottom and a small opening at the top. it has small, round feet and no visible arms or hands."
dataset/images/286.png,"a bipedal, mushroom-like Pokémon with some kangaroo and dinosaur-like qualities. most of its body is green, but its head to its neck and its tail are beige. on top of its head is a green, mushroom-like cap"
dataset/images/287.png,"a brown, quadrupedal Pokémon with sloth-like qualities. it has coarse, shaggy fur with two dark brown stripes on its back. it has long, lanky arms, but shorter legs."
dataset/images/288.png,"a white, sloth-like, bipedal Pokémon with a teardrop-shaped tuft of red fur on its forehead. it has stubby ears, two small, triangular teeth in each jaw, a brown lower jaw, and large eyes "
dataset/images/289.png,"most of its shaggy fur is brown, along with the semicircle patterning under its eyes. around its neck is a white collar of fur that extends over the top of its head before ending in a small tuft."
dataset/images/290.png,"a small, whitish, insectoid Pokémon has a pointed snout, a thin stripe that dips in a V-shaped pattern between its eyes. it uses its antennae to sense its surroundings."
dataset/images/291.png,"a small, cicada-like Pokémon with two pairs of wings. most of its head is yellow, but there is a solid band of black between its red eyes. it has large, veined wings with triangular, red tipping."
dataset/images/292.png,"most of its body is light brown, but the abdomen is gray. there are round protrusions on the side of its head with narrow slits for eyes."
dataset/images/293.png,"a mauve, bipedal Pokémon has a spherical body. its eyes are black and shaped like plus signs. two small openings on top of its head act as its ear canals."
dataset/images/294.png,"a purple, bipedal Pokémon with a square build. it has a large mouth with yellow lips and peg-like teeth in each corner. on top of its head are two short stalks that support its circular ears."
dataset/images/295.png,"the blue, bipedal Pokémon has a large mouth. it has red eyes, a stubby nose, and two peg-like teeth in each jaw."
dataset/images/296.png,"a bipedal humanoid Pokémon has a bulky build. most of its body is yellow, but it has a black marking on its chest. it has a knot, which causes it to resemble a punching bag."
dataset/images/297.png,"a large, bulky humanoid Pokémon is modeled after a sumo wrestler. it has narrow eyes and rounded ears. on its head is a short, triangular crest."
dataset/images/298.png,"a round, blue mouse Pokémon. It has circular ears with pink insides. There are two white dots on its cheeks, and it has black eyes. Its thin, black, zigzagging tail has a large blue ball at the end about the same size as its body. It has no visible arms whatsoever."
dataset/images/299.png,"a blue, angular, hard bipedal Pokémon that closely resembles a Moai. its bright red, triangular nose is highly magnetic and slightly resembles a 3D arrow."
dataset/images/300.png,"a pink, feline Pokémon with a stumpy body and four short legs. on its face is a cream-colored, crescent-shaped marking. it has slit-like eyes and tufted ears with purple interiors."
dataset/images/301.png,"a quadrupedal, feline Pokémon with a mostly tan body. its purple ears have three tufts of fur at the tips. there is a purple ruff-like collar with pin-like extensions around its neck."
dataset/images/302.png,"a bipedal humanoid Pokémon has a dark purple body, armed with sharp teeth and claws. it has pale blue, gemstone-like eyes, which allow it to see in low light and sparkle in the dark."
dataset/images/303.png,"a short, bipedal, humanoid Pokémon with a pale yellow body. its three-fingered hands and two-toed feet are black. its legs resemble a hakama."
dataset/images/304.png,"a quadrupedal Pokémon with four stubby legs and a large round head. its body is black with plates of gray steel armor covering its head, back, and legs."
dataset/images/305.png,"a stocky, armored Pokémon with four short legs. its body is dark gray, and its eyes are sky blue."
dataset/images/306.png,"it primarily has a crusty gray exoskeleton, with plates of silver armor adorned. the armor on its head has two pairs of holes with horns protruding from the foremost holes. it has sky-blue eyes, and two nostril"
dataset/images/307.png,"a humanoid, bipedal Pokémon that resembles a person meditating. its lower body is blue, with white on its wrists, feet, and lower body. it has round, swirled ears on the sides of its head "
dataset/images/308.png,"a red headpiece with three bulb-like extensions covers the upper portion of its head. the headpiece slightly covers its large, focused eyes, and its red lips seem to be in a puckered position."
dataset/images/309.png,"a green, canine Pokémon with yellow markings. it has a large head crest with angular, lightning-like markings on the side. it has a yellow stripe down its back."
dataset/images/310.png,"canine, quadrupedal Pokémon is a canine, quadrupedal Pokémon. its body is mainly blue with a spiky, yellow mane on its head and yellow tufts of fur on its haunches and around its front feet"
dataset/images/311.png,"a cream-colored bipedal Pokémon with red markings. It has a dot-like nose and a cream-colored plus sign in the middle of its circular red cheeks. It has long, flat ears that are mostly red. Its limbs are stubby and digitless, and it has red front paws. Its short tail is tipped with a red plus sign."
dataset/images/312.png,"a cream-colored bipedal Pokémon with blue markings. It has a dot-like nose and a cream-colored minus sign in the middle of its circular blue cheeks. It has long, flat ears that are mostly blue. Its limbs are stubby and digitless, and it has blue front paws. Its short tail is tipped with a blue minus sign."
dataset/images/313.png,"a firefly-like, bipedal Pokémon is black with a blue chest and abdomen. there are two yellow stripes across its front: one on its chest and one near its legs. a red band separates each limb from its body and a thick"
dataset/images/314.png,"a firefly-like, bipedal Pokémon has a blue face and large, slanted blue eyes. its antennae are small and yellow. it has small wings used for flying with others."
dataset/images/315.png,"a small, light green bipedal Pokémon has three thorns on top of its head. it has black eyes with long eyelashes. a male will have a shorter leaf than a female."
dataset/images/316.png,a female has a shorter feather than a male. it has puckered lips and slanted eyes that are usually closed.
dataset/images/317.png,a female Swalot has shorter whiskers than a male. it has puckered lips and can fit an automobile tire in its mouth.
dataset/images/318.png,"the fish Pokémon has a body covered in tiny, sharp denticles. the top half of its spherical body is blue, while the bottom half is red with a yellow, four-pointed star below its mouth."
dataset/images/319.png,"a torpedo-shaped shark Pokémon covered with tiny, sharp denticles. it has a large mouth filled with triangular, sharp teeth. its eyes are a deep red color and glow in the dark."
dataset/images/320.png,"a spherical whale Pokémon with no tail. It has a dark blue topside and a tan underbelly with grooves. It has two fins that have finger-like appendages, baleen plates that resemble teeth, and a pair of nostrils on the top of its head functioning as blowholes."
dataset/images/321.png,"it has small beady eyes, a huge mouth, and a tan throat and underbelly. it has two pairs of blue fins along its sides, a smaller third pair of tan fins on its rear."
dataset/images/322.png,the hump is green at the very top and fades out into yellow with small green spots. a female will have a bigger hump than a male.
dataset/images/323.png,"a quadrupedal Pokémon that resembles a Bactrian camel has two gray volcanoes on its back. it has bangs on top of its head, droopy ears, and a tan fur-less muzzle"
dataset/images/324.png,"a tortoise-like, quadrupedal Pokémon. It has a large, black, rock-like shell with holes that glow with a red warmth. Its skin is reddish-brown with gray-black bands on its legs and neck. It has a long neck and its eyes seem permanently closed."
dataset/images/325.png,"it has dark, circular eyes, a large gray nose, and small ears. motion is achieved by bouncing on its spring-like tail. it wears a pearl produced by Clamperl on top of its head."
dataset/images/326.png,"a bipedal, pig-like Pokémon has large ears, a pink snout, and oval eyes. the lower half of its body is black, while the upper half is purple. there are black markings on its ears and arms, while its hands"
dataset/images/327.png,"a bipedal, red panda Pokémon with rabbit-like features. its eyes are made of two black spirals, which point in the opposite direction to each other."
dataset/images/328.png,"an orange, insectoid Pokémon. It has a round body with a white underside and four stumpy legs. It also has a proportionally large head, small black eyes with twinkle-shaped pupils, and a zigzagging mouth."
dataset/images/329.png,it has a small head with two yellow antennae and green bulging eyes with black oval-shaped pupils. mouth has two large white teeth protruding from each side.
dataset/images/330.png,flygon's tail has several dark green stripes and three small green rhombus shapes with red trims at the end. its eyes have red covers that prevent sand from getting into them.
dataset/images/331.png,"it has a dark green rhombus shape above its face, and six dark green rhombus shapes that ring around its waist. it has dark circles around its eyes, and its mouth composed of several similar circles."
dataset/images/332.png,"a humanoid, bipedal Pokémon that resembles a green scarecrow made of cacti. its face has two eye holes through which yellow eyes can be seen. six smaller holes representing a grinning mouth."
dataset/images/333.png,"an avian Pokémon with a round, blue body appears to be all head. its wings are fluffy and white, resembling cotton or clouds."
dataset/images/334.png,"a blue, avian Pokémon is covered in fluffy, white feathers. its body and cloud-like wings are covered in fluffy, white feathers."
dataset/images/335.png,"a bipedal Pokémon is classified as a bipedal Pokémon. its fur is mostly white with deep red, scar-like markings on the face, chest, and forepaws. it has two long, black claws on its forepaws,"
dataset/images/336.png,the serpentine Pokémon is usually depicted scrunched up like an accordion. it has yellow hexagon markings that run from its head to its tail. it has elongated red fangs that protrude from its upper jaw.
dataset/images/337.png,"a cream-colored, rock Pokémon with a crescent moon shape. In the center of the crescent is a pointed, beak-like structure. It has deep-set, red eyes, which can cause paralyzing fear or induce sleep."
dataset/images/338.png,"a primarily orange, spherical Pokémon has eight yellow, rocky spines extending from the sides of its body. on its back are dual rocky mounds situated to the sides of the mid-line."
dataset/images/339.png,the main body is a soft gray with a jagged black line running its length. it has several blue barbels that are used as a superb radar in murky water.
dataset/images/340.png,"a dark blue catfish-like Pokémon has a yellow underbelly. it has a cavernous mouth with light blue lips that have short, thin whiskers growing from its lower lips. the light blue dorsal fin has a pattern of three black"
dataset/images/341.png,"the red-shelled, crustacean Pokémon has a short tail similar to a lobster. its eyes are saucer-like with small pupils, and it has three spikes on top of its head."
dataset/images/342.png,"primarily red, crustacean Pokémon with a tan underside. it has circular eyes set in deep sockets and a large, star-shaped growth on its forehead."
dataset/images/343.png,a small Pokémon that resembles a tan figurine made out of clay or mud. a red stripe encircles its body and forms a ring on its belly. a spike protrudes from the top of its head and another
dataset/images/344.png,"large, black Pokémon has a rounded, oblate-shaped head with a peg-like protrusion extending from the center of the top of its head. along the circumference of its head are many round, pink eye-like structures alternating with"
dataset/images/345.png,"a plant-like Pokémon based on a crinoid with eight dark-tipped, pink petal-like tentacles protruding from an opening on top of its head. inside the pitch-black opening are two glowing, yellow eyespots"
dataset/images/346.png,"a green, plant-like echinoderm Pokémon with various yellow markings on its head, neck, and torso. there are circular, yellow eyespots on its head, but its true eyes are concealed inside the dark, crescent opening on its head "
dataset/images/347.png,"a stalk extends from either side of its head, with large, spherical eyes at the tips. the middle of its head is black with two red, teardrop-shaped markings. on each side of its body are four white appendages with red"
dataset/images/348.png,"a bipedal, amphibious Pokémon is covered with thick, gray-blue plates. it is covered with accents of yellow, black, white, and red throughout its body."
dataset/images/349.png,"a shabby, old-looking, fishlike Pokémon with a light brown body covered in dark, irregular spots. It has large, deep-set eyes and big, pink lips. The tail and pectoral fins are dull blue and tattered in appearance. The dorsal fin is triangular with a hole in the middle."
dataset/images/350.png,"this is an aquatic, serpentine Pokémon with a primarily cream-colored body. it has red eyes with long, pinkish antennae above them. there are long, hair-like fins above its eyes."
dataset/images/351.png,"Castform is an artificial Pokémon that changes appearance and attitude based on the weather. its body is made of cells exactly like those of water molecules, causing its cellular structure to be chemically altered."
dataset/images/352.png,"a bipedal, reptilian Pokémon that is usually green. on either side of its head are yellow frills. the hands and feet have three short digits each."
dataset/images/353.png,"a spherical, levitating Pokémon that appears to be covered by a gray cloth. Black rings surround its multicolored eyes, which have light-blue sclerae, dark-blue irises, and yellow pupils. Occasionally, it will display a large, pink tongue. Extending from the top of its head is a long, pointed horn."
dataset/images/354.png,"a dark gray, doll-like Pokémon is possessed by pure hatred. it has three short spikes on its head and a long zigzagging ribbon trailing off its head. a zipper acts as its mouth, and it has purplish-pin"
dataset/images/355.png,a Pokémon which appears to be a stylized personification of the Grim Reaper. Its body resembles a black robe with two bone-shaped patterns on its back. It has a mask that resembles a skull and a single eye that floats between its eye sockets.
dataset/images/356.png,"the red eye is said to be the true form of Dusclops. it has two wispy, light gray growths coming out of its shoulders and one on top of its head."
dataset/images/357.png,"a large, sauropod-like Pokémon with a brown body wrapped in green leaves on its chest and head. it possesses large, broad green leaves on its back, which it uses for flight and sugar production via photosynthesis."
dataset/images/358.png,"a small, round Pokémon with a mainly bluish-white body shaped like a frin wind chime. underneath its body extends a long, tag-like tail that has amaranth patterning at"
dataset/images/359.png,the mammalian Pokémon has a primarily white feline-like body with some dark blue coloration. it has a ruff around its neck and chest and a tuft on the top of its head adorned with a single blue-black oval 
dataset/images/360.png,"a small, bipedal Pokémon covered in blue fur ends in a zigzag pattern. its head is spherical with ear-like arms on either side and a bulbous growth on its forehead."
dataset/images/361.png,"a small, black Pokémon with an ovoid body is covered with a yellow cloak. it has circular, light blue eyes, wide teeth, and spherical hands and feet that lack digits. the coat is rimmed with an orange"
dataset/images/362.png,"a spherical Pokémon that consists of a black rock core covered by ice. The icy covering has several holes and spaces across this Pokémon's body. Blue eyes and a mouth with flat teeth are visible through three of these holes. There are two large, black, conical horns on either side of Glalie's head."
dataset/images/363.png,"a chubby, spherical, seal-like Pokémon with a short, flat tail. its fur is light blue with several white spots of various sizes on its back. it has black, circular eyes; small tusks protrud"
dataset/images/364.png,"sealeo's white whiskers are described as being super sensitive. it is a bright-blue, pinniped Pokémon."
dataset/images/365.png,"a large, walrus-like Pokémon has thin, white rings around its neck and lines on its fan-like tail-fin. it has a round snout and yellow eyes, and large tufts of white fur about its face and neck."
dataset/images/366.png,"an aquatic bivalve Pokémon makes its home on the seafloor. its bivalve shell is dark blue with a silver rim along the inner edges. the shell is used to clamp down on prey, as well as for protection."
dataset/images/367.png,"a light-blue, aquatic Pokémon with a serpentine body. it attracts its prey by wagging its fish-shaped tail. it has sharp teeth and allows it to gulp its prey whole."
dataset/images/368.png,"a pink, serpentine Pokémon with a long, thin mouth is used to stab prey and drain their body fluids. it has also been known to feed on seaweed that grows between stones. a long, purple-tipped fin extends from the top"
dataset/images/369.png,"the Pokemon is heavily based on the coelacanth. its tan head has protruding cheekbones, which are smaller on a female."
dataset/images/370.png,"a fishlike Pokémon with a relatively flat body in the shape of a heart. It is primarily light pink, with pale lips and circular markings on its cheeks. Its body is covered in heart-shaped scales."
dataset/images/371.png,"a bipedal, blue, reptilian Pokémon resembling a Pachycephalosaurus. it possesses a large, round snout, triangular eyes, yellow, circular ears. three thick, gray ridge"
dataset/images/372.png,"most of its body is covered in a shell of six white plates, made from the same substance as bone. the three top plates each feature a ridge running along their lengths."
dataset/images/373.png,"a quadrupedal, draconic Pokémon with a long, tapering tail. it is primarily blue with a gray lower jaw and thickly scaled underside. there are red markings on its throat, the underside of its tail,"
dataset/images/374.png,"a robotic Pokémon that has a long body with a set of claws sticking out of its rear end. It has one large, red eye in the center of its nearly spherical head, which is set into a ball-and-socket joint at its front end. A short crest projects from its body and extends over its head."
dataset/images/375.png,"a robotic Pokémon has teal, metallic skin. it has a disc-shaped body with flat, gray spikes on either side toward the rear. a jet cannot scratch Metang due to its strong body."
dataset/images/376.png,the main body appears to serve as both head and body. the Pokémon uses its heavy body to pin down its prey before consuming them with its large mouth. a large metallic cross is situated in the center of its face.
dataset/images/377.png,"a large golem-like Pokémon made of brown and orange rocks. It has a pattern of seven orange dots on its face that resembles a capital letter ""H"". It has long arms with jutting shoulders and club-like hands without fingers. There is a line of orange rocky spines running down its back, and its legs are short in comparison to its body."
dataset/images/378.png,"a large, blue Pokémon composed of solid Antarctic ice. its body is composed of angular crystal-like shapes. its face has seven yellow dots in a ""+"" formation."
dataset/images/379.png,"most of Registeel's body is spherical and gray while the middle of its face has the appearance of being exposed as it shows black ""skin"" Registeel's lower half is disc-like in shape and has two cylindrical legs without toe"
dataset/images/380.png,"a Pokémon with a birdlike body stylized after a plane stretches forward from its squat body. the rear half of its body is largely red and the upper half white, with jet-plane wings high on its rear and fins on the bottom"
dataset/images/381.png,"most of its body is blue, with white areas near its arms and a white stripe on its back that extend up to its head. most of its body is blue, with white areas near its arms and a white stripe on its back that extend up to its head "
dataset/images/382.png,"a massive, whale-like Pokémon with two big pectoral fins. the tail is tattered with four trailing parts, with the inner ones smaller than the outer."
dataset/images/383.png,"a massive, bipedal, dinosaur-like Pokémon is covered in red, segmented plates of thick, lava-resistant skin that act as armor. it has a gray underside and large white spikes that run along the sides of its head, body, and"
dataset/images/384.png,"a large, green, serpentine Pokémon resembles a missile. it has red-tipped, rudder-like wings on its shoulders and down its body. yellow ring-like symbols run across the length of its body."
dataset/images/385.png,"a small, white, humanoid Pokémon has short, stubby legs and comparatively longer arms. there are flaps on the underside of its arms, which give the impression of long sleeves. on its belly is a curved seam, which conceal"
dataset/images/386.png,"an alien-like, bipedal Pokémon has four forms, each focused on a different stat. the main components that are constant for all four forms are dominantly a red color, a light blue face, and three light blue dots on its back."
dataset/images/387.png,"a small, light green, quadrupedal Pokémon resembles a turtle or tortoise. its eyes, feet, and lower jaw are yellow. the shell has a thick black stripe and a black rim."
dataset/images/388.png,"the shell is composed of hardened soil and conforms to the shape of Grotle's body. the shell appears sectioned and is yellow with three long, brown ridges atop it."
dataset/images/389.png,"a tall, bulky, quadrupedal Pokémon resembling a tortoise. there is a single, oak-like tree and three triangular, stony extensions. there is a patch of brown, res"
dataset/images/390.png,a bipedal Pokémon is resembling a chimpanzee. its fur is primarily a shade of orange. its ears are large in comparison to its head.
dataset/images/391.png,"orange fur covers most of its body except for its ears, muzzle, fingers, circular areas on its palms, feet, and chest, which are tan. a small tuft of fur extends from the top of monferno's head, and it has"
dataset/images/392.png,"infernape has an orange, rounded muzzle, long, round ears with blue inside, and a red ridge over its eyes. there are five blue digits on both its feet and hands, and it has a long tail."
dataset/images/393.png,"a light-blue, penguin-like Pokémon is covered in thick down to insulate against the cold. it has a dark blue head with a primarily white face and a short, yellow beak."
dataset/images/394.png,"it is mostly dark blue with light blue facial markings, wing tips, and lower body. its eyes are blue and it has a short yellow beak with a small point above it."
dataset/images/395.png,"a large, navy-blue, penguin-like Pokémon has a wide, yellow beak that extends upward into three pointed horns that form a trident-shaped crest bracketing blue eyes. there is a blue marking res"
dataset/images/396.png,the avian Pokémon is primarily grayish-brown. there is a white marking on its face resembling a mask. the top portion of the mask marking is smaller on the female.
dataset/images/397.png,"a grayish-brown, avian Pokémon with black and white markings. its head and upper body are primarily black with an ""M""-shaped pattern over its white chest. on its forehead is a grayish-brown spot, which is smaller"
dataset/images/398.png,"a grayish-brown, avian Pokémon similar to a large bird of prey. it has small, red eyes and a thin, yellow beak with a black tip."
dataset/images/399.png,"a brown, rodent-like Pokémon with four short legs. it has a short, dark brown snout and a small, red nose."
dataset/images/400.png,"brown fur covers most of this Pokémon, with a tan bib-like pattern on its chest. its face is covered by a tan mask with a rounded extension over each eye."
dataset/images/401.png,"the most of its body is red with a pale yellow streak down its front. a female has a bigger collar than a male. two hard, black antennae with curled tips are connected to the head."
dataset/images/402.png,"the bipedal Pokémon has an insectoid appearance. it has three black, oval markings on its abdomen, a tan streak running down its neck to its belly. the male's feelers are longer than a female's."
dataset/images/403.png,"a quadrupedal, feline Pokémon resembling a lion cub or lynx kitten. the front half is light blue, while the rear is black. the top tuft is smaller on the female Shinx."
dataset/images/404.png,"a feline, quadrupedal Pokémon resembling a young lynx or lion covers most of its body. its ears, face, hind paws, and front half of its body are blue."
dataset/images/405.png,"a quadrupedal Pokémon is resembling a fully-grown lion. its face, hind legs, torso, and the back of its front legs are blue. the fur is longer around the shoulders and the base of the tail "
dataset/images/406.png,"it is one of the shortest Grass-type Pokémon. its face is yellow with small, slit-like eyes."
