Pokedex_number,ImageLocation,Caption
112,dataset/images/112.png,"Rhydon is a large, gray, bipedal Pokémon with features similar to both dinosaurs and rhinoceroses. It has narrow, red eyes and two fangs in its upper jaw. On the tip of Rhydon's snout is a cream-colored horn, which is smaller on a female than on a male. There are several other spikes and projections on its head: on top is a spike that curves forward, two triangular points resembling ears on the sides, a wide, wavy crest under each ear, and spiky ridges on each cheek. It has a cream-colored abdomen divided into strips by thin divots. A rocky plate on its chest slightly overlaps its abdomen. There is a row of spikes down its back and they have a long tail with thin, black stripes.
"
113,dataset/images/113.png,"Chansey is a pink, ovoid Pokémon with stubby arms and dark pink feet. It has tiny eyes and three hair-like growths on each side of its head. The tufts of hair have dark pink tips. On the center of its belly is a dark pink pouch that contains a single white egg. The egg is said to be very nutritious and it lays several new ones every day. Finally, it has a short tail. Chansey is a female-only species with no male counterpart.
"
114,dataset/images/114.png,"Tangela is a plant Pokémon covered by blue, seaweed-like vines that obscure its face. There is a small opening in the vines that reveals its eyes surrounded by a black space. The vines give Tangela a round shape, but it is unknown what it looks like without them. Its vines are covered in fine hair and are always growing. If damaged or lost, replacements are grown. There is a pair of red boot-like feet poking out from under the vines, but no visible arms.
"
115,dataset/images/115.png,"Kangaskhan is a large, bipedal marsupial Pokémon that vaguely resembles a kangaroo. It has a brown hide with several raised patches and a cream-colored belly. It has large, cream-colored ears, narrow, red eyes, and a short, rounded snout with two fangs in the back of its upper jaw. On top of its head is a thick, black plate. There are epaulette-like growths over its shoulders and a row of spikes down its back. It has three clawed digits on each hand and foot and a thick tail. On its belly is a pouch that contains a baby Kangaskhan. Unlike its parent, the baby is light purple and has smooth skin. Kangaskhan is a female-only species with no male counterpart.
"
116,dataset/images/116.png,"Horsea is a light blue, piscine Pokémon that is similar to a seahorse. It has red eyes, a long, tubular mouth, and three spike-like fins on either side of its head. Its ridged belly and single dorsal fin are cream-colored. Highly adept in the water, it uses its dorsal fin to swim in any direction while facing forward. It has a tightly curled tail that it can use as both a balance and an anchor when caught in a strong current. In safer environments, it uses its tail to play with other members of its species.
"
117,dataset/images/117.png,"Seadra is a light blue, piscine Pokémon that is similar to a seahorse with a cream-colored belly covered in rough scales. It has a long, tubular mouth, narrow, black eyes, a fin-like ridge above each eye, and spiny pectoral fins. It also has a large, coiled tail. It has a pair of dorsal fins with sharp, cream-colored tips that exude venom. Seadra's venom is toxic enough to induce numbness and even fainting in humans, but it is still prized among practitioners of traditional medicine.
"
118,dataset/images/118.png,"Goldeen is a white piscine Pokémon with orange markings. It has circular blue eyes with orange lids and prominent pink lips. On its forehead is a large horn, which is larger on a male than on a female. It has a small, wavy dorsal fin surrounded by an orange patch and long pectoral fins with orange markings at the bases. Goldeen's billowing tail fin is orange around the base and turns white toward the edges. Its tail is admired by many for its beauty and similarity to a ballroom dress.
"
119,dataset/images/119.png,"Seaking is a primarily orange-and-white, piscine Pokémon. It has round, dark eyes, prominent pink lips, two small fangs, and a cream-colored horn in the center of its forehead. A female will have a smaller horn than a male. Most of its body is orange with a patch of white under its mouth and along its underside. There are several black markings on its body: two thick lines under each eye, a large wavy patch on its back, and several speckles near its tail. It has billowing pectoral fins and a pair of tail fins shaped like butterfly wings, all of which are white speckled with black. However, its dorsal fin is pure white and rigid.
"
120,dataset/images/120.png,"Staryu is a golden-brown, echinoderm Pokémon with faceted skin and five appendages. These appendages surround an exterior organ called the core. The core resembles a golden metal casing with a red gem in the center, which is held in place by a golden ring looped around Staryu's lower left point. Staryu have no jointed limbs to speak of, instead using their psychic powers to move themselves around. If any of Staryu's appendages are lost or eaten by predators like Lumineon, it is unharmed and can grow them back with ease provided the core is still intact.
"
121,dataset/images/121.png,"Starmie is an echinoderm Pokémon that resembles two violet starfish with faceted skin and five appendages each. The front starfish has a golden formation in the center. In the center of the golden casing is its red jewel core, an exterior organ which can glow in seven colors and has developed to resemble a cut precious stone. The second starfish is semi-attached to the back of the first and can spin 360 degrees. This rotational action is how Starmie swims through the ocean. It can also launch itself out of the water and fly through the air for short periods, as seen in Pokémon Snap. 
"
122,dataset/images/122.png,"Mr. Mime is a bipedal, humanoid Pokémon. Blue growths resembling clown hair extend from the sides of its pale pink head, and there is a magenta circle on each cheek. Its jaw is curved inward, resembling the mouth of a wooden dummy. It has a round, white body with a magenta spot in the middle, light pink arms and legs that connect to its body via magenta spheres, and small white coverings over its knees. Its white hands resemble gloves with magenta pads on the tips of its white fingers and its dark blue feet curl upward at the tips.
"
123,dataset/images/123.png,"Scyther is a bipedal, insectoid Pokémon. Its body is primarily green and has a thin, cream-colored section between its head, thorax, and abdomen. Female Scyther have larger abdomens than male Scyther. Its reptilian head has two narrow, triangular eyes and three blunt horns extending from its forehead. Its arms end in large, white scythes, which it uses for both hunting and fighting. Two pairs of cream-colored wings extend from its back. While these wings do allow Scyther to fly, it rarely does so. Scyther's thighs have large, upward-pointing spikes. Its feet are tall, rounded, and conical, almost extending to its thighs; each foot ends in three small, white claws on its front side.
"
124,dataset/images/124.png,"Jynx is a bipedal, humanoid Pokémon that resembles a woman. It has a purple face, pink lips, saucer-like eyes, and long blonde hair. It wears a red gown with two gold circlets on the chest. While the Pokémon the Series episode Stage Fight! showed it to possess feet, the games show only blackness under the dress, and it lacks a footprint. Despite this, it is able to learn the kicking move Triple Axel. It has white arms and five-fingered purple hands. Jynx is a female-only species with no male counterpart.
"
125,dataset/images/125.png,"Electabuzz is a slightly humanoid Pokémon with a few feline traits. It has antennae with bulbous tips where its ears should be, two long tufts of fur on top of its head, small eyes, and two large fangs in its upper jaw. It is covered in yellow fur with many black stripes. There is a large, lightning bolt-shaped stripe on Electabuzz's chest, a V-shaped stripe on its forehead, one stripe on its side, a thick stripe down its back, two bands on each leg, several broken bands on each arm, and many rings around its long tail. There are three clawed toes on each of its feet, two in front and one in back, and five fingers on each hand.
"
126,dataset/images/126.png,"Magmar is a bipedal Pokémon that has a red body with yellow flame designs along the bottom half. It has a puckered tan beak, small eyes, and two lumps on its forehead with a yellow flame on top of each one. Rigid, red scales cover its arms and it has five, clawed fingers on each hand. Magmar's shoulders and thighs are yellow, and its red feet have two, clawed toes each. It has black, metal shackles around its neck and ankles. Down its back is a row of red spikes, and there is a flame at the tip of its tapering, yellow tail.
"
127,dataset/images/127.png,"Pinsir is a bipedal, coleopteran insectoid Pokémon with a wide, dull-brown body divided into segments by thin lines. On top of its head is a large pair of gray, spiky pincers on top of its head. In its mouth are many long, flat teeth arranged horizontally and it has triangular eyes. Capable of seeing color to some degree, Pinsir appears to be attracted to the color green. Its legs are short and thick, while its arms are long and thin. It has three claws on each hand and foot; two of its toes face forward and one backward.
"
128,dataset/images/128.png,"Tauros is a quadrupedal, bovine Pokémon. It is covered in light brown fur with a thick, darker brown mane around the neck. It has a hump on its shoulders, a rounded muzzle with a dark brown nose, small, triangular eyes, three gray bumps running vertically down its forehead, and a pair of curved, gray horns growing from atop its head. Each of its three black tails has a tuft of fur on the end, and there is a single gray hoof on each foot. Tauros is a male-only species.
"
129,dataset/images/129.png,"Magikarp is a piscine Pokémon with large, heavy reddish-orange scales. It has large, vacant eyes and pink lips. Its pectoral and tail fins are white. On its back is a stiff, three-peaked yellow fin, resembling a crown; there is an identical fin on its underside. It also has long barbels. The barbels are white on a female and pale-yellow on a male. A long-lived Magikarp is able to utilize its immense splashing power to leap high enough to scale mountains. It also has a strong enough immune system to survive in the most polluted of waters. However, it is usually overlooked by Trainers because of its perceived weakness: even in the heat of battle, it will do nothing but flop around. It is believed that the ancestors of Magikarp were actually much stronger than modern Magikarp, and this led scientists to research this species.
"
130,dataset/images/130.png,"Gyarados is a piscine, draconic Pokémon with a long serpentine body covered in slightly overlapping scales. It is mostly blue with a yellow underbelly, and it has a row of yellow spots down each side. Its mouth is very large and gaping, bearing four pointed teeth and yellow lips. It has one pair of barbel and a small white fin on each side of its face. The barbels are white on a female and blue on a male. It has small, red eyes, a three-pointed, dark blue crest on its head, and four white, spiky dorsal fins. Gyarados's tail fin is similar in structure to the crest on its head, except with a thin, white fin spread between the points.
"
131,dataset/images/131.png,"Lapras is a marine reptilian Pokémon that resembles a plesiosaur. It has a blue hide with darker blue spots and a cream-colored underside. It has large brown eyes, a short horn on its forehead, and tightly curled ears. It has a long neck and four flippers. The foremost flippers are larger than the hind. On its back is a heavy, gray shell covered in blunt knobs.
"
132,dataset/images/132.png,"In its natural state, Ditto is a light-purple or pink blob-like Pokémon with vestigial facial features. It is often referred to as amorphous, but has a relatively consistent appearance in official artwork, including two small nubs on its ""head"", a few soft lumps at its base, and two pseudopod-like protrusions in place of arms. The face consists of beady eyes and a simple mouth; almost always pulled into a smile.
"
133,dataset/images/133.png,"Eevee is a small, mammalian, quadrupedal Pokémon with primarily brown fur. The tip of its bushy tail and its large furry collar are cream-colored. It has short, slender legs with three small toes and a pink paw pad on each foot. Eevee has brown eyes, long pointed ears with dark brown interiors, and a small black nose.
"
134,dataset/images/134.png,"Vaporeon is a Pokémon that shares physical traits with both aquatic and land animals. Vaporeon's body is light blue with a dark blue marking around its head and a spiky ridge down its spine. It has black eyes and a tiny black nose. There is a white fin encircling its neck and three fins with cream-colored webbing on its head. Two of these fins are on either side of its head, similar to ears; and one is directly on top of its head, resembling a dorsal fin. Vaporeon is a quadruped with three small toes on each foot and dark blue paw pads on the hind feet. Its split tail fin has been mistaken for a mermaid's in the past and is believed to be the origin of mermaid folklore. It can detect moisture with its fins, which vibrate when sensing incoming rain.
"
135,dataset/images/135.png,"Jolteon is a quadrupedal, mammalian Pokémon. It is covered in yellow fur with a spiky fringe around its tail and a white ruff around its neck. Its ears are large and pointed with black interiors, and its eyes and small nose are black. It has slender legs and small paws, each with three toes and a pink paw-pad.
"
136,dataset/images/136.png,"Flareon is a mammalian, quadrupedal Pokémon covered in short, reddish-orange fur. It has long ears with black interiors, dark eyes, and a small black nose. There are three small toes and a yellow paw pad on each foot. Fluffy yellow fur forms a small tuft on its head, as well as its bushy tail and a mane around its chest and neck.
"
137,dataset/images/137.png,"Porygon is an artificial Pokémon made completely out of programming code. It has a pink, polyhedral head that ends in a blue beak and has hexagonal eyes, and it has a pink polyhedral body with a blue front, blue triangular prism feet, and a blue rectangular prism tail. In 3D games, such as Pokémon Stadium, it can open its beak and can detach its limbs and head from its torso. According to its Pokédex entries, it has copy protection built into its code, preventing duplication through electronic means. It was created in 1995 by Silph Co.,[1] but documents at Silph Co. claim it was created at the Pokémon Lab on Cinnabar Island using the state-of-the-art technology of its time. Because it was created decades ago, many of its parts have since become obsolete. It was the first artificial Pokémon to have ever been created through computer programming. In ancient Hisui, people were confused about Porygon and its Evolutions due to them arriving through space-time distortions and being the product of far more advanced technology than what was available at the time.
"
138,dataset/images/138.png,"Omanyte is a small extinct cephalopod mollusk Pokémon similar to an ammonite or nautilus. It has a sky blue body with ten tentacles and a pale yellow, helix-spiraled shell on its back. The shell's rim has two circular indents where Omanyte's large saucer-like eyes protrude. If attacked or threatened, it quickly withdraws into its hard shell.
"
139,dataset/images/139.png,"Omastar is a cephalopod mollusk Pokémon similar to an ammonite or nautilus. Its sky blue body has several tentacles; the tentacles toward the front are shorter and thicker than those in the back. There is a pale yellow, helix spiraled shell on its back. Several sharp spikes line the shell's midsection from the front to about halfway down its back. The shell's rim has two circular indents where Omastar's eyes are visible. Its eyes have yellow sclerae and vertically-slit pupils. It has an oval mouth with a four-sectioned, fang-like beak.
"
140,dataset/images/140.png,"Kabuto is a small arthropod Pokémon resembling a horseshoe crab. It is mostly flat with a protective, brown shell covering its body. There are two small, black eyes on top of its shell, which it uses for sight when it hides on the ocean floor. Underneath the shell is a black space that hides the structure of its main body. Only its four short, yellow legs and a second pair of luminescent red eyes are visible on its underside. In its original time, Kabuto was prominently found on beaches, likely aided by its fast and powerful swimming ability. While it is commonly believed to be extinct, isolated populations of Kabuto have been unchanged for 300 million years.
"
141,dataset/images/141.png,"Kabutops is a bipedal prehistoric arthropod Pokémon with a skeletal, well-armored build. It has a flat, half-circular head with a point on each side and two small eyes on the front. It is mostly brown, except for its light gray chest and abdomen. There is a ridge down its back with three flat spines on either side and it has a flat, pointed tail. Instead of hands, its forearms have large, sharp, gray scythes. Its thin legs are brown lead to small feet with two large gray claws.
"
142,dataset/images/142.png,"Aerodactyl is a reptilian, bipedal prehistoric Pokémon that resembles a pterosaur with several draconic features. It has small sharply pointed ears, narrow dark green eyes, a ridged snout, a gaping mouth, and a strong lower jaw full of serrated fangs. Its body is covered in light blue-gray skin and it has large, violet membranous wings. The clawed hands at the end of each wing allow it to grasp objects. There is a hump-like ridge with a spike on its back, and it has a strong tail with an arrow-shaped tip. Its talon-like feet have two toes in front and one in the back, and are capable of scooping up and tightly clutching its prey in flight.
"
143,dataset/images/143.png,"Snorlax is a huge, bipedal, dark blue-green mammalian Pokémon with a cream-colored face, belly, and feet. Its body is composed of mostly its belly, as its limbs are comparatively small. Its head is large with small, pointed ears, and two pointed teeth protruding from its lower jaw. It has round feet, which both have three claws and a circular brown paw pad, and short arms with five claws on each hand. Snorlax's bulk makes it the heaviest Normal type.
"
144,dataset/images/144.png,"Articuno is a large avian  Pokémon with predominantly sky blue plumage and wings said to be made of ice. On its forehead is a crest that consists of three, darker blue rhombus-shaped feathers. It has circular red eyes, a short gray beak, and long, thin gray legs. Each foot has three forward-facing digits and one facing backward. On its chest is a mass of white, downy feathers. Its long, streamer-like tail is longer than its body and the same shade of blue as its crest. Its appearance is so beautiful that, as stated in An Illustrated Book of POCKET MONSTERS, those who see it will die rooted to the spot.
"
145,dataset/images/145.png,"Zapdos is a large, avian  Pokémon with predominantly yellow plumage. It has small, triangular eyes with black around them and a long, thin, light orange beak. Its wings and tail are a mass of spiky feathers and there are black feathers covering the back of its wings and inner tail feathers. A large crest of spiked feathers surrounds its head. Its thighs are tan, and it has thin, light orange legs. It has feet with three forward-facing toes and one backward-facing toe; each toe has a short talon. 
"
146,dataset/images/146.png,"Moltres is a large, avian Pokémon with a light yellow plumage. It has a long, flowing head crest and a billowing tail, both made of reddish flames. Additionally, its wings are also shrouded in fiery plumage. It has a long, thin neck, a pointed, brown beak, and small, triangular eyes. Its thin, brown legs have anisodactyl feet, with three forward-facing digits and one facing backward. 
"
147,dataset/images/147.png,"Dratini is a reptilian Pokémon with a blue serpentine body and a white underside. It has white, three-pronged fins on the sides of its head and a white bump on its forehead, which is its horn growing. Above its round, white snout are oval, purple eyes.
"
148,dataset/images/148.png,"Dragonair is a long, serpentine reptilian Pokémon with sky blue scales and a white underside. It has a rounded snout, oval purple eyes, and a small, white horn on its forehead. On each side of its head is a small, stylized wing, which is white and curves into a swirl at the base. Three blue, crystal orbs adorn its body: one on its neck and two on its tail.
"
149,dataset/images/149.png,"Dragonite is a draconic, bipedal reptilian Pokémon with light orange skin. It has large, grayish-green eyes and a round snout with small nostrils. A pair of long, thin antennae sprout from the top of its head with a small horn set between them. Its striated underbelly is cream-colored and extends from its neck to the tip of its long, tapering tail. It has thick arms and legs ending in three claws each. The leg joints are well defined, while its arms have a smooth, rounded appearance. Dragonite's wings are small relative to its body with teal wing membranes. As mentioned in Pokémon Sleep, Dragonite is known to sleep soundly while displaying its belly.[1] This rare sight is said to be an exhausted Dragonite resting after flying over the vast seas.
"
150,dataset/images/150.png,"Mewtwo is an artificial Pokémon. It is a bipedal, humanoid Pokémon with some feline features. Its body is primarily gray with a long, purple tail and a large purple underbelly. On top of its head are two short, blunt horns, and it has purple eyes. A tube extends from the back of its skull to the top of its spine, bypassing its neck. It has a defined chest and shoulders, which resemble a breastplate. The three digits on each hand and foot have spherical tips. Its tail is thick at the base but thins before ending in a small bulb.
"
151,dataset/images/151.png,"Mew is a pink, bipedal Pokémon with mammalian features. It has a rounded, wide snout; triangular ears; and large, blue eyes. It has short arms with three-fingered paws and large hind paws with oval markings on the soles. Its tail is long and thin with an ovoid tip. Its fur is so fine and thin, it can only be seen under a microscope.
"
152,dataset/images/152.png,"Chikorita is a small, pale-green, quadrupedal Pokémon with dark-green buds around its neck. Its head is large in proportion to the rest of its body, and it has big red eyes. Chikorita has four short legs with a single nailed toe on each and a stubby tail. On top of its head is a large, green leaf that is usually longer than its body.
"
153,dataset/images/153.png,"Bayleef is a quadrupedal, pale-yellow reptilian Pokémon that resembles a sauropod dinosaur. It has a long neck, red eyes, a short, rounded snout, and a stubby tail. Each foot has a single, light gray nail. Sprouting from its forehead is a green leaf that curves back over its head and around its neck are a series of tightly curled leaves. Inside the leaves are small tree shoots. 
"
154,dataset/images/154.png,"Meganium is a quadrupedal, pale-green reptilian Pokémon that resembles a sauropod dinosaur. It has a long neck; yellow eyes; a short, blunt snout; and two stamen-like antennae on top of its snout. The antennae are shorter on a female than on a male. Encircling Meganium's neck are large, pink flower petals with a yellow central pattern and white edges. It has three claws on each foot and a stubby tail.
"
155,dataset/images/155.png,"Cyndaquil is a small, bipedal mammalian Pokémon with bluish fur on top of its body and cream-colored fur on its underside. Its eyes are usually seen closed, and it has a long, thin snout. Its arms are short, but its legs are slightly more developed and have a single nail on each foot. On its back are four red circles that can erupt into flames. When the flames are burning, its back has the appearance of being covered in spines.
"
156,dataset/images/156.png,"Quilava is a quadrupedal Pokémon with a long and slender body. The top half of its body is a dark blue-green, while its underside is cream-colored. It has triangular ears with dark red interiors, a rounded snout, and triangular red eyes. Each of its paws has three toes. It has five red spots on its body that can project flames: two arranged vertically on its forehead and three lined up horizontally on its rear.
"
157,dataset/images/157.png,"Typhlosion is a bulky mammalian Pokémon with a long, yet agile body. It is classified as a quadruped, but it is capable of bipedal movement. Most of its body is cream-colored, but its back and the top of its head are a dark green-blue. It has a short, rounded snout and small, triangular eyes and ears. When its mouth is open, its sharp canine teeth and thick tongue are visible. Each of its paws has five digits and there is a coarse, spiky fringe of fur along its rear. Across the back of its neck, several red spots can produce fire.
"
158,dataset/images/158.png,"Totodile is a bipedal, crocodilian Pokémon with well-developed jaws. It has red eyes with ridges above them, black markings around its eyes, and several sharp teeth. On its chest is a yellow, V-shaped marking that extends to its arms; there is a thin line through the center of the marking. Totodile has five fingers and three toes. Down its back is a row of three red spines with a small, red ridge on either side. The tip of its tail has a single red spine as well.
"
159,dataset/images/159.png,"Croconaw is a bipedal, crocodilian Pokémon. It has well-developed, rounded jaws with two fangs visible in the corners of the lower jaw even when closed. Its eyes are red with black markings around them. There are three clusters of red spikes on its body: one with three points on top of its head, one with two points between its shoulders, and a diamond-shaped one near the tip of its tail. While most of its body is blue, its lower jaw is yellow and there is an asymmetrical, yellow-and-blue pattern around its chest that resembles a spotted animal skin.
"
160,dataset/images/160.png,"Feraligatr is a bulky, bipedal, crocodilian Pokémon with blue scales. It has large, powerful jaws lined with several sharp fangs. Three teeth are visible when its jaws are closed: two in its lower jaw and one in its upper jaw. Its eyes are red with black markings around them and ridges above them and its lower jaw is yellow. There are three red spines on its body, each with three points: one on top of its head, one between its shoulders, and one near the tip of its tail. There are also several groups of large, rectangular scales on its arms, knees, tail, and waist. Its back is slightly hunched with ridges behind the shoulders and hips. On its lower body is a yellow, V-shaped marking that extends up to its thighs; there is a thin line through the center of the marking. Its arms have five clawed fingers each, and its feet three clawed toes.
"
161,dataset/images/161.png,"Sentret is a small mammalian Pokémon covered in brown fur. It has long, dark brown ears with dark pink interiors, beady black eyes, and a small mouth. While it is capable of standing on its hind legs, it typically moves on all fours. It has a round body with wide arms and two small feet. On its belly is a white ring and there are dark brown stripes around its tail.
"
162,dataset/images/162.png,"Furret is a long, slim-bodied mustelid Pokémon with cream-colored fur and dark brown rings along the length of its body. The back of its head and neck are also dark brown; this marking extends to below its arms where the first ring is formed. It has cream-colored tips on its ears, two brown, whisker-like markings on each cheek, and round, black eyes. Its four limbs are stubby; the forepaws are brown and the hind paws are cream-colored. Furret is capable of standing on its hind legs but prefers to move on all fours. Its body and tail are so similar in structure that it is impossible to tell where its tail begins.
"
163,dataset/images/163.png,"Hoothoot is an avian Pokémon that resembles an owl with a round body. Most of its feathers are brown, but its belly is cream-colored. It has large, red eyes; a small, pinkish beak; stubby wings; and a fan-like tail with three feathers. Encircling its eyes are black rings; the lower rims of each ring have three protrusions that resemble the teeth on a gear, while the upper rims have extensions that resemble the hands of a clock. As seen in the Pokémon Journeys: The Series episode Finding a Legend!, Hoothoot's feathers can grow to be shaggy, and the protrusions on its head droop. It has two pinkish feet, each with five-clawed toes. However, it will typically only stand on one foot at a time and alternates between the two at speeds too difficult to track with the naked eye.
"
164,dataset/images/164.png,"Noctowl is an avian Pokémon that resembles an owl. It has light brown plumage with a darker brown pattern of triangles on its chest. Its fan-like tail is the same dark brown, while its wings are a slightly lighter shade of brown with light brown undersides. It has red eyes with black rings around them and a second, cream-colored ring around the first. Above its eyes are bushy, cream-colored feather ""horns"" that resemble large eyebrows. Its small beak and talons are pinkish, and its feet are cream-colored with three toes facing forward and one backward. As seen in the Pokémon the Series episode Throwing in the Noctowl, an elderly Noctowl can grow a small beard.
"
165,dataset/images/165.png,"Ledyba is a coleopteran insectoid Pokémon that resembles a ladybug. Its elytra are red with five black spots; this pattern differs slightly for each individual. The wings themselves are transparent. Its main body and lower jaw are yellow, while the rest of its head is red. It has large, round white eyes with big black pupils and a pair of black antennae. The antennae are shorter on the female of this Pokémon than on the male. It has six black legs with white hands that resemble boxing gloves.
"
166,dataset/images/166.png,"Ledian is a coleopteran  insectoid Pokémon that resembles a slightly humanoid ladybug. It has a pair of black antennae, a black spot in the center of its forehead and on the back of its head, blue eyes, and a cream-colored area around its mouth; the rest of its head is red. The antennae are shorter on the female than on the male. Its back and the top of its elytra are red with black spots, while the underside of its body and elytra are cream-colored; in Mewtwo Returns, the spots are shown to flash red at night. Underneath its elytra are a pair of clear wings. Its neck and limbs are black. It has four arms with white hands that resemble boxing gloves and a pair of legs with red feet.
"
167,dataset/images/167.png,"Spinarak is a green arachnid Pokémon that resembles a spider. It has black eyes with white pupils, a white horn on its forehead, and a pair of red mandibles. On the back of its abdomen are two black dots and a line that resembles a face; the face on its back can change expression.[1] There is an additional line encircling the end of its abdomen. It has three pairs of yellow legs, each with a black band around the middle.
"
168,dataset/images/168.png,"Ariados is a red arachnid Pokémon that resembles a spider. It has purple eyes, a pair of white mandibles, and a white horn on its forehead. Around its abdomen are two black stripes and there are two black spots and a yellow spinneret on its rear. The spots and spinneret together form a pattern similar to a face. Ariados can produce thread from both its spinneret and its mouth. It has four yellow legs with two purple bands each; on its back are yellow structures similar to its legs with a single purple stripe each. Its feet are tipped with tiny hooks that allow it to climb ceilings and vertical walls.
"
169,dataset/images/169.png,"Crobat is a purple, chiropteran Pokémon with a small, round body. It has long, pointed ears, yellow eyes with red pupils, and a small mouth that usually has its teeth bared. On its body are two pairs of wings: an upper pair that is slightly larger and a lower pair that developed from its hind legs. Both pairs have green-blue membranes, but the lower pair's membranes are only visible from the back. The upper wings have two claw-like fingers near the middle. On the bottom of its body are what appear to be a pair of stubby feet or tufts of fur.
"
170,dataset/images/170.png,"Chinchou is a small, piscine Pokémon with a round, blue body. It has large yellow eyes with pupils shaped like plus signs, a pair of semi-transparent, light blue pectoral fins, and stubby feet. Positioned on Chinchou's rear, where its tail would be, are a pair of antennae that curve up and over its head. The antennae developed from fins and have yellow, teardrop-shaped orbs at the tips.
"
171,dataset/images/171.png,"Lanturn is a blue piscine Pokémon resembling an anglerfish. It has big, red eyes with a yellow mask-like marking around them and small, light blue pectoral fins. The lower half of its tailfin is yellow with jagged edges. On its back is a Y-shaped antenna with a spherical orb at each tip; this antenna is a modification of its dorsal fin. 
"
172,dataset/images/172.png,"Pichu is a small, ground-dwelling rodent Pokémon with pale yellow fur. Its ear-tips, collar, and tail are black and angular. Pichu's pink cheek pouches can store small amounts of electricity, and its tiny nose looks like a dot. Pichu is classified as a quadruped, but it can walk easily on its hind legs.
"
173,dataset/images/173.png,"Cleffa is a small, pink Pokémon that is vaguely star-shaped in appearance. Its ears are completely brown. Cleffa has two small black eyes and a small mouth, and it appears to have a small, permanent blush on its cheeks. It possesses stubby arms and legs, which have no defined digits and come to a point. It has a curl on its forehead and a curled-up tail.
"
174,dataset/images/174.png,"Igglybuff is a small, bipedal balloon-like Pokémon that is completely pink. Its body can turn deep pink when the temperature increases, or when it sings continuously. It has a rounded tuft of hair on top of its head, a small swirl-like pattern on its forehead, and red eyes. Igglybuff has small, stubby limbs, and is usually seen levitating in the air. Rather than walking, this small Pokémon bounces like a ball to move around, as its body is extremely soft and elastic — although it may not be able to stop if it does this. As Igglybuff moves, it secretes sweat with a sweet fragrance, which calms the emotions of its foes.
"
175,dataset/images/175.png,"Togepi is a small, light-yellow Pokémon with a rounded, egg-shaped body. After hatching from its Egg, Togepi's body remains encased in its eggshell. That shell has a white base color, and rounded, mostly unfilled shapes (with thick borders that are either red or blue) dot the shell on all sides. Sticking out of its shell, Togepi has stubby, rounded cone arms and round feet with two toes each. Togepi has thin, black, oval eyes with thin, black arcs on their outer sides. Its head has five round-tipped, conical spikes that seem to form a crown. It also has semi-oval, brown pads on the soles of its feet.
"
176,dataset/images/176.png,"Togetic is a dainty, bipedal Pokémon that is small in stature. It is white with a red and blue triangular ring pattern on its body. It also has a relatively long neck and long legs and a pair of wings on its back, giving it a vaguely angelic appearance. Togetic is capable of levitating itself without needing to flap its wings.
"
177,dataset/images/177.png,"Natu is a tiny, mostly green avian Pokémon with a nearly spherical body colored in accents of red, yellow, and black. It possesses brightly colored, yellow-and-red wings with thick black stripes. The wings are small and not fully-grown, thus making it unable to fly. However, it can hop and climb tree trunks. Natu has a red crest on the top of its head, and its three-toed feet and three tail feathers are red as well. Natu also has almond-shaped eyes and a yellow beak.
"
178,dataset/images/178.png,"Xatu is a green, trogon-like Pokémon with long, red-and-black tipped white wings that cover most of its front. Underneath its wings are designs that resemble red eyes. Along with its main green coloration, Xatu's design has accents of black, yellow, and red. There is an extra set of yellow stripes on a male Xatu. It has almond eyes, a long, slightly hooked beak, and two long, red feather crests. Xatu's feet have only two toes, one in front and one in back. Xatu's design is similar to a totem pole or a kachina doll.
"
179,dataset/images/179.png,"Mareep is an ovine Pokémon with fluffy cream-colored wool covering its entire body, as well as a curly tuft of wool in the middle of its head. Its head is blue, and it has black eyes. Its four feet are blue and have two digits on each foot, and it appears to be on tiptoe at all times. Its conical ears and tail have a yellow-and-black striped pattern. Mareep has an orange sphere at the end of its tail, which acts like a small light bulb. This sphere glows brighter the more electricity and heat it has.
"
180,dataset/images/180.png,"Flaaffy is a pink, bipedal, ovine Pokémon. It has thick, conical ears with black stripes on the sides of its head and small, blue eyes. A white mane of wool covers its head and upper body. This mane forms sideways curls on the top of its head. It has stubby arms and one nail on each foot. Flaaffy's long tail has black stripes and is tipped with a blue orb.
"
181,dataset/images/181.png,"Ampharos is a yellow, bipedal ovine Pokémon with a white belly. It has conical ears with black stripes and a red orb on its forehead. Its long neck has several black rings around it near the base. Its stubby arms resemble flippers and each foot has a single white nail. It has a long, black-striped tail with a red orb at the tip. The orb on its tail can shine so bright, that it can be seen from space. People have used the light as a beacon, or to send signals across the ocean. Ampharos is generally found in grasslands, though it can also be found in farms alongside its pre-evolved forms Mareep and Flaaffy. As mentioned in Pokémon Sleep, the tail light of a sleeping Ampharos can sometimes seen in the distance at night.[2]The reason is due to Ampharos forgetting to turn off its tail light before going to sleep.
"
182,dataset/images/182.png,"Bellossom is a primarily green flowering plant Pokémon with circular blue eyes and red markings on its cheeks. It has two bright red Rafflesia-like flowers on its head and green and yellow leaves around its waist that resemble a skirt, all adding to the appearance of a hula dancer. Bellossom's petals are said to be more beautiful the worse the aroma of the Gloom it evolved from. When it rubs the petals on its head together, it creates a pleasing sound. Bellossom does not possess feet; in the Pokémon the Series episode Flower Power, its center-most leaves bent as it was getting ready to spring, suggesting that it uses its leaves as substitutes for feet or legs. However, the Pokédex does classify it as a biped.
"
